,learning_rate,batch_size,dropout,optimizer,activation,regularization,layer_1,layer_2,train_frac,test_frac,epochs,mean_val_nni,std_val_nni,mean_test_nni,std_test_nni
BIJdJ,0.07902476563811489,5.0,0.107480944139183,SGD,relu,6.080456734395811e-05,111.0,111.0,0.7,0.15,200.0,0.5853258785163913,0.028819931306789868,-1,-1
T7b14,0.040529746161546344,5.0,0.12693640276036836,SGD,relu,8.984826690041866e-05,96.0,95.0,0.7,0.15,200.0,0.5764634384674956,0.0871433561614121,-1,-1
Pvyhi,0.4911305601440475,5.0,0.13671755046280704,SGD,relu,7.253898985524613e-05,84.0,101.0,0.7,0.15,200.0,0.6324335815634174,0.040376412359735804,-1,-1
a6dX9,0.3302647197203468,5.0,0.1204165267655929,SGD,relu,7.940393852194022e-05,140.0,115.0,0.7,0.15,200.0,0.5631487604120957,0.06857674387683543,-1,-1
PUOY1,0.06312249763196716,5.0,0.10160530408592597,SGD,relu,6.943112567844227e-05,119.0,69.0,0.7,0.15,200.0,0.5674342826315252,0.029981238542180905,-1,-1
ozFgM,0.1086271754950203,50.0,0.12211170064596438,SGD,relu,8.543700764360473e-05,99.0,103.0,0.7,0.15,200.0,0.562980236449207,0.037934897639628234,-1,-1
qgfyB,0.20357352181176414,5.0,0.13319807749074172,SGD,relu,9.92651327771369e-05,93.0,85.0,0.7,0.15,200.0,0.5841454264724423,0.0380829950370777,-1,-1
h2Yc9,1.2829852549299028e-06,30.0,0.14767685040460546,SGD,relu,6.0144921515631013e-05,110.0,75.0,0.7,0.15,200.0,0.45920376580302574,0.04683862537819957,-1,-1
CXrT4,0.3970654642066621,70.0,0.14104079160815766,SGD,relu,6.436103477428019e-05,130.0,108.0,0.7,0.15,200.0,0.5809416333013268,0.07652546685274714,-1,-1
GRUxi,0.1432785950425441,10.0,0.13030729290102824,SGD,relu,5.457733457903763e-05,104.0,126.0,0.7,0.15,200.0,0.5674342733529832,0.03365254288484877,-1,-1
VC0qF,0.3167470274196448,5.0,0.12406884569214299,SGD,relu,7.734672601294879e-05,80.0,122.0,0.7,0.15,200.0,0.5918847984299112,0.03780265392164194,-1,-1
A3Q5u,0.23592461337705345,5.0,0.10901888752826744,SGD,relu,5.844757970419508e-05,116.0,78.0,0.7,0.15,200.0,0.5061547115041345,0.10792343684931298,-1,-1
tCk55,0.07409003644027462,100.0,0.1390635536256608,SGD,relu,6.578321160419194e-05,143.0,89.0,0.7,0.15,200.0,0.5646813697669085,0.028656399257864056,-1,-1
FcF4v,0.031251655000182774,10.0,0.11274897210953524,SGD,relu,8.171115862812003e-05,125.0,65.0,0.7,0.15,200.0,0.626390367879067,0.06940598084753655,-1,-1
GpK6t,0.1082877581618131,30.0,0.029813644325907534,SGD,elu,6.150879846344783e-05,88.0,95.0,0.7,0.15,200.0,0.5771848413195221,0.06690888305857177,-1,-1
KDEzQ,0.1561990446098534,5.0,0.11822568576534068,SGD,tanh,7.504070391280111e-05,108.0,183.0,0.7,0.15,200.0,0.6141334966778362,0.05255302472106603,-1,-1
XcoMm,0.4894985789154286,10.0,0.1499947072978161,SGD,relu,9.433138885203576e-05,101.0,173.0,0.7,0.15,200.0,0.5869026494876521,0.0512474990679376,-1,-1
WXwHi,0.04116137663182151,50.0,0.037142699816497225,SGD,relu,8.697493442368768e-05,114.0,59.0,0.7,0.15,200.0,0.49410024376668726,0.030517415308523706,-1,-1
ZbtXJ,0.4998303875611841,5.0,0.12893408047654253,SGD,relu,6.776687044885967e-05,135.0,114.0,0.7,0.15,200.0,0.5841332051384003,0.036673106740501546,-1,-1
CnBZD,0.2742697036661751,30.0,0.02526579102492781,SGD,elu,5.661497513440688e-05,96.0,169.0,0.7,0.15,200.0,0.6000162568955518,0.05586655497434863,-1,-1
HkrGv,0.05394775047019214,5.0,0.10493258507156891,SGD,tanh,7.041527528811196e-05,123.0,155.0,0.7,0.15,200.0,0.5955711597805763,0.0349770260121407,-1,-1
UTLJ5,0.02544950188640919,70.0,0.13667351595464147,SGD,relu,6.349192082811064e-05,83.0,178.0,0.7,0.15,200.0,0.520556102393383,0.03237665630818976,-1,-1
vEyHj,0.19285200799499583,10.0,0.1149347197538416,adam,relu,7.995400608596469e-05,105.0,164.0,0.7,0.15,200.0,0.5189358295216941,0.02732405393198819,-1,-1
aEss0,0.08675189875717455,100.0,0.04601245701232596,SGD,elu,7.269653705207327e-05,88.0,105.0,0.7,0.15,200.0,0.5204841106341542,0.09007984265381397,-1,-1
E08cg,0.13155865274378564,5.0,0.034048765860983335,SGD,relu,5.324643416100721e-05,119.0,119.0,0.7,0.15,200.0,0.5703055318108475,0.04303829980451383,-1,-1
ib5oc,0.3603164172916652,10.0,0.14481846844156362,SGD,tanh,5.877769491607791e-05,74.0,158.0,0.7,0.15,200.0,0.6036993570622894,0.09297972508477309,-1,-1
TSvcw,0.24625113563125905,5.0,0.1342126503161586,SGD,relu,7.69814808430071e-05,93.0,145.0,0.7,0.15,200.0,0.5626505039038048,0.05165936554814536,-1,-1
lmwuM,0.06577838601703762,30.0,0.0417190964665008,SGD,relu,8.441957575189318e-05,111.0,135.0,0.7,0.15,200.0,0.5789172477857317,0.0639603247881275,-1,-1
FLDFl,0.16100643226211273,5.0,0.12311448654511431,SGD,elu,5.0526377696839066e-05,129.0,125.0,0.7,0.15,200.0,0.5999050420812527,0.06843615534840126,-1,-1
NJgVR,0.49621743463740287,10.0,0.09936971586410973,SGD,relu,9.218654117057684e-05,101.0,185.0,0.7,0.15,200.0,0.5773125504026975,0.04922126666802213,-1,-1
Q0gai,0.09523744641283184,50.0,0.10962989913593012,SGD,tanh,5.58695777162473e-05,137.0,110.0,0.7,0.15,200.0,0.5794818302331111,0.07155577846238383,-1,-1
hsdA0,0.047120601122051874,5.0,0.1418754994579728,adam,relu,6.803055865772159e-05,79.0,98.0,0.7,0.15,200.0,0.5075268268802349,0.010492605085897371,-1,-1
X01Nd,0.2842012252679933,30.0,0.127047489566006,SGD,relu,6.196083033297063e-05,68.0,91.0,0.7,0.15,200.0,0.6075981575657251,0.05752278435742031,-1,-1
LxBQf,0.21635504815217524,5.0,0.03117543850837423,SGD,elu,6.610171834662442e-05,18.0,174.0,0.7,0.15,200.0,0.5814238066826343,0.04149370608899125,-1,-1
c7Shv,0.0006714041970335387,70.0,0.13160402126232124,SGD,relu,6.985509671394058e-05,116.0,161.0,0.7,0.15,200.0,0.518877833080792,0.02532262094756487,-1,-1
x1wsN,0.11740957059082488,10.0,0.03897837507673229,SGD,tanh,7.461628149226174e-05,107.0,152.0,0.7,0.15,200.0,0.5844534653243239,0.060409516524649376,-1,-1
Xjt9Q,0.39835577437342795,5.0,0.14624848270937918,SGD,relu,6.381975178851468e-05,85.0,179.0,0.7,0.15,200.0,0.5334288240606456,0.12839364540655043,-1,-1
oMDUV,0.03333306254451205,10.0,0.09528398959264259,SGD,relu,8.225158682444975e-05,97.0,167.0,0.7,0.15,200.0,0.5966899704164729,0.08375509377419235,-1,-1
Aixys,0.3034943359634092,100.0,0.01682442986054981,SGD,elu,2.126903851167619e-05,122.0,85.0,0.7,0.15,200.0,0.5665750552388328,0.031667609336192906,-1,-1
nezah,0.17605835681445947,5.0,0.03472294060567166,SGD,relu,7.284091588686346e-05,90.0,143.0,0.7,0.15,200.0,0.5951953783955876,0.05366851159567399,-1,-1
nxuyA,0.06853606858082321,30.0,0.11797242008130054,adam,tanh,7.817609140616666e-05,132.0,118.0,0.7,0.15,200.0,0.5444839743429467,0.05411347745366682,-1,-1
AIsPx,0.08831265396566491,5.0,0.027158810918899216,SGD,relu,5.2364903186994055e-05,126.0,189.0,0.7,0.15,200.0,0.6081084086439856,0.04030055043588916,-1,-1
rSReH,0.13189259590999144,50.0,0.10220549778816788,SGD,relu,6.0577945490727404e-05,113.0,80.0,0.7,0.15,200.0,0.6262523839040692,0.02382169944002077,-1,-1
katjB,0.4948602111954374,10.0,0.13615656014473954,SGD,elu,4.909152265106511e-05,28.0,138.0,0.7,0.15,200.0,0.6280455626117067,0.06443546607954825,-1,-1
HE1o3,0.02094089473156073,5.0,0.11190991451177248,SGD,relu,7.140326040064333e-05,104.0,104.0,0.7,0.15,200.0,0.6238541865882171,0.06073256363586084,-1,-1
e7tj5,0.38518463114394774,30.0,0.10629567454614205,SGD,tanh,9.039680298572524e-05,145.0,129.0,0.7,0.15,200.0,0.5979277611736544,0.0332998868244814,-1,-1
jSRy4,0.05628306213556263,5.0,0.049531823937580675,SGD,relu,4.0664441953397546e-05,52.0,72.0,0.7,0.15,200.0,0.5962404781740922,0.02324480733796793,-1,-1
sXEGL,0.22697029987039047,70.0,0.04556766062053956,SGD,relu,8.762248376995767e-05,38.0,170.0,0.7,0.15,200.0,0.6129160791932746,0.07657495407337869,-1,-1
LH9Bz,0.16176637633797752,10.0,0.12852003798691755,SGD,elu,5.52670430184057e-05,70.0,95.0,0.7,0.15,200.0,0.6069221672660299,0.03348094410247017,-1,-1
U6llu,0.01423143704457416,100.0,0.0529556368780061,adam,relu,5.787261183039017e-05,99.0,163.0,0.7,0.15,200.0,0.5933195135384717,0.047859069002277446,-1,-1
FzMsD,0.11543153300911588,5.0,0.13856199479442727,SGD,tanh,6.670861091070767e-05,60.0,158.0,0.7,0.15,200.0,0.5970330449101864,0.045016091961303156,-1,-1
KQwf0,0.2879106873888976,10.0,0.1212158257038523,SGD,relu,6.265839495347874e-05,93.0,175.0,0.7,0.15,200.0,0.6158086422020735,0.04279770082224215,-1,-1
sU9gE,0.04257221850427495,5.0,0.04322112492104577,SGD,relu,7.596897354949834e-05,120.0,196.0,0.7,0.15,200.0,0.5628077792772943,0.03263590155821643,-1,-1
bodtV,0.18453012394120077,5.0,0.06030171362088309,SGD,elu,6.921937025554739e-05,109.0,147.0,0.7,0.15,200.0,0.6317475885904845,0.04841376550172354,-1,-1
oYjP6,0.08492674128488446,30.0,0.01944195632282701,SGD,relu,6.477876520467589e-05,81.0,112.0,0.7,0.15,200.0,0.5997784836135619,0.03859139845445862,-1,-1
azJSL,0.49689450221638587,10.0,0.11477609609127308,SGD,tanh,8.034475710031013e-05,47.0,154.0,0.7,0.15,200.0,0.6032228156434314,0.04640318025960353,-1,-1
ms9Cu,0.02514336070395914,50.0,0.03800478942941402,SGD,relu,4.766308542913802e-05,74.0,88.0,0.7,0.15,200.0,0.5157378718672995,0.02028742119992004,-1,-1
TW9zC,3.753272031359458e-05,5.0,0.14181138253094444,SGD,relu,8.363968302387573e-05,32.0,108.0,0.7,0.15,200.0,0.48771222081123194,0.04992360003715921,-1,-1
AEEMg,0.3840794369087376,30.0,0.022737382344426016,adam,elu,7.371425678772348e-05,15.0,124.0,0.7,0.15,200.0,0.48643866489478277,0.02093997296106579,-1,-1
BiT7k,0.22803929277307544,5.0,0.13281391519402733,SGD,relu,5.947322570194891e-05,154.0,183.0,0.7,0.15,200.0,0.6187588157456578,0.046152669992204645,-1,-1
Inw9W,0.11467102287799749,70.0,0.12672034303141078,SGD,tanh,4.520215946947687e-05,139.0,102.0,0.7,0.15,200.0,0.6295440967754576,0.04618667406549092,-1,-1
lxc3f,0.49670620502472795,10.0,0.11964587921809897,SGD,relu,5.141463495961645e-05,117.0,98.0,0.7,0.15,200.0,0.5858304810453473,0.06407691183171987,-1,-1
zdFK5,0.06685052967016143,100.0,0.029047405733128154,SGD,relu,5.729442659846371e-05,86.0,52.0,0.7,0.15,200.0,0.5118193079278814,0.0505182192870328,-1,-1
PtYkq,0.033079928520071786,5.0,0.05715544369858721,SGD,elu,5.356689877360932e-05,102.0,151.0,0.7,0.15,200.0,0.5798718284942459,0.05778140697696431,-1,-1
jYG8f,0.28437770467339274,10.0,0.03233255458195287,SGD,relu,6.827451231934562e-05,107.0,132.0,0.7,0.15,200.0,0.6149620348425016,0.061807733074517514,-1,-1
M6Od1,0.15993605991523405,5.0,0.003876920889593523,SGD,tanh,6.0833310095086645e-05,127.0,165.0,0.7,0.15,200.0,0.5623664363129559,0.06660387622173383,-1,-1
lBpJg,0.05239305491346327,30.0,0.14971515740833455,SGD,relu,2.6982545616070177e-05,111.0,142.0,0.7,0.15,200.0,0.6123188583920994,0.019788907109032534,-1,-1
nENVx,0.3688563155577705,5.0,0.02607009388751586,adam,relu,4.315082812966641e-05,94.0,114.0,0.7,0.15,200.0,0.47636663884457403,0.017505170165627738,-1,-1
Ksoun,0.0973429643896331,50.0,0.1229561131349004,SGD,elu,6.682671159191416e-05,78.0,178.0,0.7,0.15,200.0,0.617320909682409,0.047825851021057006,-1,-1
